ResponseId	MainBranch	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	BuyNewTool	Country	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysProfessional use	OpSysPersonal use	VersionControlSystem	VCInteraction	VCHostingPersonal use	VCHostingProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	Blockchain	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	Onboarding	ProfessionalTech	TrueFalse_1	TrueFalse_2	TrueFalse_3	SurveyLength	SurveyEase	Annual_Salary_USD
38602	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Friend or family member;School (i.e., University, College, etc);On the job training			18.0	16	Engineering manager	10,000 or more employees	I have some influence	Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	500000.0	Monthly	Go;Java;Python;SQL	Python	Elasticsearch;PostgreSQL;Redis	Elasticsearch	AWS;Oracle Cloud Infrastructure	AWS			Apache Spark;Hadoop;Spring		Docker;Kubernetes	Docker;Kubernetes	Nano;Sublime Text	Nano;Sublime Text	macOS	Linux-based	Git	Command-line			Confluence		Slack;Zoom	Slack;Zoom	Unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	People manager	20.0	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	Agree	Agree	1-2 times a week	3-5 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Very long	Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Appropriate in length	Easy	4685052.0
72412	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects;Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague;Hackathons (virtual or in-person)	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;Auditory material (e.g., podcasts)	Coursera;Udemy	12.0	10	Developer, full-stack	100 to 499 employees	I have some influence	Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	120000.0	Weekly	Bash/Shell;HTML/CSS;JavaScript;Perl;SQL;TypeScript	Bash/Shell;Go;Java;JavaScript;Perl;Python;Rust	Cloud Firestore;Elasticsearch;MongoDB;PostgreSQL;Firebase Realtime Database;Redis		AWS;Firebase;Google Cloud;Heroku		Express;jQuery;Next.js;Node.js;React.js;Vue.js	Express;Next.js;Node.js;React.js			Ansible;Docker;Homebrew;npm;Terraform;Yarn	Kubernetes			macOS	macOS	Git	Command-line			Confluence		Slack;Zoom	Slack	Indifferent	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Neutral	35-44 years old	Non-binary, genderqueer, or gender non-conforming	No	Gay or Lesbian;Queer	White		I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes		10.0																				4685050.0
24644	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	School (i.e., University, College, etc);On the job training			20.0	15	Developer, full-stack;Developer, back-end;Cloud infrastructure engineer	10 to 19 employees	I have a great deal of influence	Ask developers I know/work with	Canada	"CAD	Canadian dollar"	110000.0	Weekly	Bash/Shell;Elixir;Erlang;Java;SQL		MySQL;PostgreSQL;Redis		AWS		Phoenix		Spring		Docker;npm;Terraform		IntelliJ;Notepad++;Visual Studio Code		Linux-based;Windows;Windows Subsystem for Linux (WSL)	Windows	Git	Command-line			Asana		Slack;Zoom		Indifferent	Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	No, not really	35-44 years old	Man	No	Straight / Heterosexual	Middle Eastern	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	No																				Appropriate in length	Neither easy nor difficult	4294650.0
13716	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;School (i.e., University, College, etc);On the job training			18.0	19	Developer, front-end;Developer, desktop or enterprise applications	20 to 99 employees	I have little or no influence	Other (please specify):;Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	100000.0	Weekly	Bash/Shell;C++;HTML/CSS;JavaScript;Perl;PowerShell;Python;SQL;TypeScript	Bash/Shell;HTML/CSS;JavaScript;Perl;PowerShell;Python;SQL;TypeScript	PostgreSQL	Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite	AWS	Google Cloud;Microsoft Azure	Express;Node.js;React.js	Angular.js;Django;Express;jQuery;Node.js;React.js;Vue.js	Electron	Electron;TensorFlow	npm;Yarn	Docker;Kubernetes;npm;Yarn	Notepad++;Visual Studio;Visual Studio Code	Notepad++;Visual Studio Code	Windows	Windows	Git	Command-line			Jira Work Management	Jira Work Management	Microsoft Teams;Slack;Zoom	Slack;Zoom	Unsure	Stack Overflow;Stack Exchange	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	55-64 years old	Or, in your own words:	Yes	Bisexual	North American	None of the above	None of the above	No																				Appropriate in length	Easy	3904200.0
20237	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Blogs;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Auditory material (e.g., podcasts)	Pluralsight;Other	11.0	9	Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Designer	100 to 499 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	100000.0	Weekly	C;C++;Python	C;C++;HTML/CSS;Python							NumPy;Qt	Qt			CLion;Notepad++;PyCharm;Visual Studio Code;Webstorm	CLion;PyCharm;Webstorm	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Git;SVN	Code editor;Command-line;Dedicated version control GUI application			Confluence;Jira Work Management;Microsoft Planner;Trello	Confluence	Microsoft Teams;Zoom	Microsoft Teams	Unsure	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per month or weekly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes	Independent contributor	12.0	Agree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	1-2 times a week	Never	1-2 times a week	Over 120 minutes a day	15-30 minutes a day	Somewhat long	None of these	No	Yes	Yes	Too long	Easy	3904200.0
71842	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification	Stack Overflow;Video-based Online Courses;How-to videos;Auditory material (e.g., podcasts)	Udemy;Pluralsight	10.0	6	Developer, full-stack;Developer, QA or test;Project manager;Data or business analyst;Product manager	20 to 99 employees	I have some influence	Start a free trial	Canada	"CAD	Canadian dollar"	98000.0	Weekly	HTML/CSS;JavaScript;Python;SQL	C++;HTML/CSS;JavaScript;Python;SQL	Microsoft SQL Server;MySQL;SQLite	Microsoft SQL Server;PostgreSQL	Microsoft Azure	AWS;Microsoft Azure	FastAPI;Flask	FastAPI;Flask;React.js	NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch	NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch	Docker		Visual Studio Code	Visual Studio Code	Linux-based;Windows	Linux-based;Windows	Git	Code editor;Command-line;Version control hosting service web GUI			Microsoft Planner	Microsoft Planner	Microsoft Teams	Microsoft Teams	Unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	6.0	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	1-2 times a week	1-2 times a week	1-2 times a week	Less than 15 minutes a day	Less than 15 minutes a day	Somewhat long	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery	Yes	Yes	No	Appropriate in length	Easy	3826100.0
44955	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc);Online Courses or Certification		edX;Udacity	13.0	10	Developer, desktop or enterprise applications;Developer, QA or test;Database administrator;Project manager	1,000 to 4,999 employees	I have little or no influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	95000.0	Weekly	C#;C++;HTML/CSS;JavaScript;SQL;VBA	C#;HTML/CSS;SQL;VBA	Microsoft SQL Server	Microsoft SQL Server					.NET	.NET			Notepad++;Visual Studio	Notepad++;Visual Studio	Windows	Windows	Git	Code editor			Jira Work Management	Jira Work Management			Favorable	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes	Independent contributor	10.0	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	1-2 times a week	1-2 times a week	1-2 times a week	Less than 15 minutes a day	15-30 minutes a day	Somewhat long	None of these	No	Yes	Yes	Appropriate in length	Neither easy nor difficult	3709000.0
14904	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects	Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification	Technical documentation;Blogs;Online books;Video-based Online Courses;How-to videos;Coding sessions (live or recorded)	Udemy;Codecademy;Pluralsight	8.0	7	Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist	20 to 99 employees	I have some influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	92000.0	Weekly	Bash/Shell;JavaScript;PHP;Python;Rust;SQL	Bash/Shell;JavaScript;PHP;Python;Rust;SQL;TypeScript	MariaDB;MySQL	MariaDB;MongoDB;MySQL;Firebase Realtime Database	AWS;DigitalOcean	DigitalOcean;OpenStack	Angular.js;Drupal;jQuery;Node.js;React.js;Symfony	Django;Drupal;Laravel;Node.js;React.js;Svelte;Symfony;Vue.js			Ansible;Docker;Homebrew;npm	Ansible;Docker;Homebrew;npm	PhpStorm;Vim;Visual Studio Code	PhpStorm;PyCharm;Vim;Visual Studio Code	Linux-based	Windows	Git	Code editor;Command-line			Notion	Notion	Slack;Zoom	Slack;Zoom	Indifferent	Stack Overflow;Stack Exchange	Daily or almost daily	Not sure/can't remember		No, not really	35-44 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have learning differences (e.g., Dyslexic, Dyslexia, etc.)	Yes	Independent contributor	7.0	Strongly agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	1-2 times a week	3-5 times a week	1-2 times a week	60-120 minutes a day	30-60 minutes a day	Just right		Yes	No	Yes	Appropriate in length	Easy	3591850.0
1989	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc)			6.0	3	Developer, full-stack	1,000 to 4,999 employees	I have some influence	Start a free trial	Canada	"CAD	Canadian dollar"	90000.0	Weekly	HTML/CSS;JavaScript;PHP;Python	C#;Go;Java;JavaScript;Python	Elasticsearch;MySQL;Redis	Elasticsearch;MySQL;Redis	AWS	AWS	Flask;Nuxt.js	Flask					PhpStorm;PyCharm;Vim	PhpStorm;PyCharm;Vim	Linux-based;macOS	macOS;Windows	Git	Code editor;Command-line			Asana;Jira Work Management	Jira Work Management	Slack;Zoom	Slack;Zoom	Unfavorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Yes, somewhat	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	3.0	Agree	Strongly agree	Agree	Disagree	Disagree	Neither agree nor disagree	Agree	1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	15-30 minutes a day	Somewhat long	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	No	No	Appropriate in length	Neither easy nor difficult	3513800.0
2419	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Contribute to open-source projects	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded)		10.0	3	Data scientist or machine learning specialist;Engineer, data;Security professional	5,000 to 9,999 employees	I have some influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	90000.0	Weekly	C;C++;Go;Java;JavaScript;Python;Rust;SQL;Swift;TypeScript	Rust;SQL;TypeScript	Elasticsearch;PostgreSQL;Redis	PostgreSQL;Redis	DigitalOcean	DigitalOcean	Gatsby;React.js	Gatsby;React.js	Apache Kafka;Apache Spark;React Native;Spring	Apache Kafka;React Native	Docker;Kubernetes;npm;Yarn	Docker;Kubernetes;Yarn	Android Studio;IntelliJ;Vim;Visual Studio Code	Vim;Visual Studio Code	Windows	Linux-based;macOS	Git	Code editor;Command-line			Confluence;Jira Work Management;Notion;Trello	Notion;Trello	Cisco Webex Teams;Mattermost;Microsoft Teams;Slack;Zoom	Slack;Zoom	Unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Neutral	18-24 years old	Man	No	Gay or Lesbian	White	None of the above	None of the above	Yes	Independent contributor	5.0	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	1-2 times a week	3-5 times a week	1-2 times a week	30-60 minutes a day	Less than 15 minutes a day	Somewhat long	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Appropriate in length	Neither easy nor difficult	3513800.0
37436	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague	Technical documentation;Programming Games;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Interactive tutorial;Certification videos		10.0	3	Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications;Developer, QA or test;Data or business analyst;Designer	5,000 to 9,999 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	88000.0	Weekly	Bash/Shell;C#;HTML/CSS;JavaScript;Objective-C;PowerShell;Scala;SQL;TypeScript	Bash/Shell;HTML/CSS;JavaScript;Kotlin;Ruby;TypeScript	DynamoDB;MariaDB;Microsoft SQL Server;MySQL	DynamoDB	AWS;Microsoft Azure	AWS;Microsoft Azure	Angular;Angular.js;ASP.NET Core ;Node.js	Angular;Flask;Node.js;React.js;Ruby on Rails;Vue.js	.NET		Docker;Homebrew;npm;Yarn	Docker;Homebrew;npm;Yarn	Vim;Visual Studio;Visual Studio Code;Webstorm	Android Studio;Vim;Visual Studio Code;Webstorm	macOS	Linux-based;macOS;Windows	Git	Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application			Asana;Confluence;Jira Work Management	Confluence;Jira Work Management	Google Chat;Microsoft Teams;Slack;Zoom	Microsoft Teams;Slack	Indifferent	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White;North American;Asian;Biracial	None of the above	None of the above	Yes	Independent contributor	3.0	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Disagree	1-2 times a week	3-5 times a week	Never	60-120 minutes a day	30-60 minutes a day	Just right	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Too long	Neither easy nor difficult	3435700.0
12918	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Interactive tutorial	Udemy	13.0	6	Developer, full-stack;Developer, game or graphics	100 to 499 employees	I have some influence	Start a free trial	Canada	"CAD	Canadian dollar"	87000.0	Weekly	C++;JavaScript;Python	C++;JavaScript;TypeScript	MongoDB	DynamoDB;MongoDB	Google Cloud	AWS;Google Cloud	React.js	React.js			Docker;npm	Docker;npm	Neovim;Visual Studio Code	Neovim;Visual Studio Code	macOS	Linux-based	Git	Command-line			Jira Work Management		Google Chat;Zoom	Google Chat;Zoom	Indifferent	Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, somewhat	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)	No																				Appropriate in length	Easy	3396650.0
50963	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc);On the job training			28.0	23	Developer, full-stack	100 to 499 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit	Canada	"CAD	Canadian dollar"	85000.0	Weekly	HTML/CSS;JavaScript;PHP;SQL	HTML/CSS;JavaScript;Python;SQL;TypeScript	MariaDB	DynamoDB;MongoDB	AWS	AWS	React.js;Vue.js	Express;Node.js;React.js			Docker;Homebrew;npm	Docker;Homebrew;npm	Sublime Text;Visual Studio Code	Visual Studio Code	macOS	macOS;Windows	Git	Command-line					Google Chat;Microsoft Teams;Zoom	Slack;Zoom	Indifferent	Stack Overflow	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	45-54 years old	Woman	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	25.0	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Strongly agree	Strongly agree	Never	1-2 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Just right	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing	No	Yes	Yes	Appropriate in length	Neither easy nor difficult	3318600.0
69294	I am a developer by profession	Employed, full-time;Employed, part-time	Hybrid (some remote, some in-person)	Hobby;Freelance/contract work	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)			5.0	1	Developer, front-end;Developer, full-stack;Developer, back-end;Student;Developer, mobile;DevOps specialist;Project manager;Product manager	10,000 or more employees	I have little or no influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	80000.0	Weekly	Bash/Shell;C#;C++;JavaScript;PowerShell;Python;SQL;TypeScript	Bash/Shell;C++;Go;Java;JavaScript;PowerShell;Python;SQL;TypeScript	MySQL;PostgreSQL;Firebase Realtime Database;Redis	MySQL;PostgreSQL	AWS;DigitalOcean;Firebase	AWS;Firebase	Angular.js;Express;Flask;Next.js;Node.js;React.js	Angular.js;Django;Express;Flask;Next.js;Node.js;React.js	Electron;React Native;Spring	Electron;Spring	Docker;Kubernetes;npm;Unity 3D;Unreal Engine;Yarn	Docker;Kubernetes;npm;Unity 3D;Yarn	Android Studio;IntelliJ;IPython/Jupyter;Nano;Visual Studio;Visual Studio Code	IntelliJ;IPython/Jupyter;Nano;Visual Studio Code	Linux-based;macOS;Windows Subsystem for Linux (WSL)	Windows	Git	Code editor;Dedicated version control GUI application			Airtable;Confluence;Jira Work Management;Notion;Stack Overflow for Teams;Trello	Confluence;Jira Work Management;Stack Overflow for Teams;Trello	Slack;Zoom	Slack;Zoom	Indifferent	Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	18-24 years old	Man	No	Prefer not to say	Prefer not to say	None of the above	None of the above	Yes	Independent contributor	1.0	Agree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	1-2 times a week	6-10 times a week	6-10 times a week	60-120 minutes a day	30-60 minutes a day	Just right	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	No	Yes	Appropriate in length	Neither easy nor difficult	3123350.0
52096	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Written Tutorials;Stack Overflow		12.0	9	Developer, front-end;Developer, full-stack;Developer, mobile	20 to 99 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	79000.0	Weekly	C++;Java;Swift	Swift											Android Studio;Visual Studio;Visual Studio Code;Xcode	Xcode	macOS;Windows	macOS;Windows	Git	Dedicated version control GUI application			Wrike		Microsoft Teams	Slack	Indifferent	Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	25-34 years old	Man	No	Prefer to self-describe:	White;North American	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	No																				Appropriate in length	Easy	3084300.0
30976	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Written Tutorials;Stack Overflow;Written-based Online Courses		10.0	7	Developer, full-stack	5,000 to 9,999 employees	I have little or no influence	Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	70000.0	Weekly	Bash/Shell;C;C#;HTML/CSS;JavaScript	C#;HTML/CSS;TypeScript	Microsoft SQL Server	Microsoft SQL Server;MongoDB	Microsoft Azure	Microsoft Azure	ASP.NET;ASP.NET Core ;React.js	ASP.NET Core ;React.js	.NET;Apache Kafka	Apache Kafka	Docker;Kubernetes;Yarn	Docker;Kubernetes;Yarn	Neovim;Notepad++;Visual Studio;Visual Studio Code	Neovim;Notepad++;Visual Studio;Visual Studio Code	Windows	macOS	Git	Command-line;Version control hosting service web GUI					Microsoft Teams	Microsoft Teams	Very unfavorable	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	25-34 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	None of the above	No																				Appropriate in length	Easy	2732950.0
44414	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Full in-person	Freelance/contract work	Associate degree (A.A., A.S., etc.)	Other online resources (e.g., videos, blogs, forum);Online Courses or Certification	Technical documentation;Stack Overflow;How-to videos	Coursera	10.0	5	Developer, full-stack;System administrator	100 to 499 employees	I have a great deal of influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me	Canada	"CAD	Canadian dollar"	70000.0	Weekly	HTML/CSS;JavaScript;PHP;Python	C#;HTML/CSS;JavaScript;PHP;Python	Cloud Firestore;MariaDB;Redis	Cloud Firestore;MariaDB;Redis	Firebase;OVH	Firebase	Laravel;Vue.js	ASP.NET;Express;Laravel;Node.js;Nuxt.js;Symfony;Vue.js			npm	Docker;npm	Visual Studio Code	Visual Studio Code	Windows	macOS	Git	Command-line;Dedicated version control GUI application			Asana;Microsoft Planner;Microsoft Lists	Asana;Microsoft Lists	Microsoft Teams;Slack	Microsoft Teams;Slack	Favorable	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	25-34 years old	Man	No	Straight / Heterosexual	North American;Indigenous (such as Native American or Indigenous Australian)	None of the above	None of the above	No																				Appropriate in length	Easy	2732950.0
49261	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc);On the job training;Colleague			6.0	3	Developer, desktop or enterprise applications;Developer, embedded applications or devices	100 to 499 employees	I have some influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	70000.0	Weekly	Bash/Shell;C#;C++;HTML/CSS;JavaScript	Bash/Shell;C#;C++;HTML/CSS;TypeScript	SQLite	SQLite			Blazor	Blazor	.NET;Xamarin	.NET			Visual Studio;Visual Studio Code	Visual Studio;Visual Studio Code	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Git;SVN	Command-line;Dedicated version control GUI application					Microsoft Teams	Microsoft Teams	Unfavorable	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	Neutral	25-34 years old	Man	No	Straight / Heterosexual	Or, in your own words:	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	No																				Appropriate in length	Neither easy nor difficult	2732950.0
